"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"520035","520035",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","SHEBOYGAN MEMORIAL HOSPITAL             ","2629 N. SEVENTH STREET                  ",,"SHEBOYGAN                               ","WI                                      ","53083-                                  ","SHEBOYGAN                               ",,,,442224,49596,,0.206200003623962,,,136,49640,4475,2260,20082,,572.070007324219,,1228,587,5609,1136,,,,,,
"520037","520037",7/1/2017,"01-JUL-17",9/30/2017,"30-SEP-17","As Submitted","MARSHFIELD MEDICAL CENTER               ","611 ST JOSEPH AVENUE                    ",,"MARSHFIELD                              ","WI                                      ","54449                                   ",,798481,,,386779,,,0.177100002765656,544721,156134,208,19136,4600,1425,16768,78.1699981689453,1123.78002929688,,859,160,3060,403,,,,,,31
"520038","520038",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AURORA MEDICAL CENTER - HARTFORD        ","1032 E. SUMNER STREET                   ",,"HARTFORD                                ","WI                                      ","53027-                                  ","WASHINGTON                              ",,,,,,,,,,53,19345,2283,22,4973,,270.640014648438,,613,13,1519,129,,,,,,
"520041","520041",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","DIVINE SAVIOR HOSPITAL                  ","2817 NEW PINERY ROAD                    ","387                                     ","PORTAGE                                 ","WI                                      ","53901-                                  ","COLUMBIA                                ",,,,60911,,,0.0397999994456768,,,43,15695,2763,216,5396,,557.469970703125,,769,89,1594,140,,,,,,
"520044","520044",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. NICHOLAS HOSPITAL                   ","3100 SUPERIOR AVENUE                    ",,"SHEBOYGAN                               ","WI                                      ","53081-                                  ","SHEBOYGAN                               ",,,,43022,,,0.0379999987781048,,,53,19345,2214,170,7180,,311.929992675781,,607,61,2112,,,,,,,
"520045","520045",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","THEDACARE REGIONAL MEDICAL CENTER -     ","130 SECOND ST                           ",,"NEENAH                                  ","WI                                      ","54956                                   ","WINNEBAGO                               ",,,,290104,,,0.0873000025749207,,,139,50735,5646,3163,30849,,852,,1352,472,9514,950,,,,,,202
"520048","520048",7/1/2017,"01-JUL-17",5/31/2018,"31-MAY-18","As Submitted","MERCY MEDICAL CENTER                    ","500 S. OAKWOOD ROAD                     ",,"OSHKOSH                                 ","WI                                      ","54904                                   ","WINNEBAGO                               ",,,,161259,,,0.095600001513958,,,104,34840,2948,946,13097,,408.799987792969,,755,211,3542,408,,,,7,,63
"520049","520049",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","BELLIN MEMORIAL HOSPITAL                ","744 S WEBSTER AVENUE                    ","23400                                   ","GREEN BAY                               ","WI                                      ","54305-3400                              ","BROWN                                   ",,,,393804,,,0.0623000003397465,,,161,58765,7827,1287,29295,,2701.96997070312,,2208,345,8398,345,,,,2,,250
"520051","520051",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASCENSION COLUMBIA ST MARYS MILWAUKE    ","2323 NORTH LAKE DRIVE                   ","503                                     ","MILWAUKEE                               ","WI                                      ","53211-                                  ","MILWAUKEE                               ",2196794,,,1886094,,,0.321200013160706,1120705,815525,263,95995,15872,10806,66908,46.9199981689453,2157.830078125,,2562,705,14629,3646,,,,,,
"520057","520057",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST. CLARE HOSPITAL                      ","707 FOURTEENTH STREET                   ",,"BARABOO                                 ","WI                                      ","53913                                   ","SAUK                                    ",299649,,,113110,,,0.063900001347065,140943,120647,43,15695,3734,358,6536,4.55999994277954,299.690002441406,,1103,186,2216,,,,,,,
"520059","520059",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MEMORIAL HOSPITAL OF BURLINGTON         ","252 MCHENRY ST                          ",,"BURLINGTON                              ","WI                                      ","53105-                                  ","RACINE                                  ",,,,,,,,,,55,20075,3416,62,6967,,383,,1023,18,2265,159,,,,,,
"520062","520062",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","OCONOMOWOC MEMORIAL HOSPITAL            ","791 SUMMIT AVENUE                       ",,"OCONOMOWOC                              ","WI                                      ","53066-                                  ","WAUKESHA                                ",,,,,,,,,,58,21170,3443,178,8451,,305.119995117188,,1125,39,2880,131,,,,,,
"520063","520063",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. JOSEPHS COMM. HOSPT.                ","3200 PLESANT VALLEY ROAD                ",,"WEST BEND                               ","WI                                      ","53095                                   ","WASHINGTON                              ",,,,,,,,,,70,25550,5778,793,14038,,502.989990234375,,1415,92,3931,325,,,,,,
"520066","520066",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","MERCY HEALTH SYSTEM CORPORATION         ","1000 MINERAL POINT AVE                  ","5003                                    ","JANESVILLE                              ","WI                                      ","53547-5003                              ","ROCK                                    ",1329695,,,850498,,,0.136399999260902,416613,486943,182,66430,12029,2650,31531,19.75,2479.07006835938,,2590,566,7921,990,,,,,,82
"520070","520070",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MCHS EAU CLAIRE HOSPITAL                ","1221 WHIPPLE STREET                     ",,"EAU CLAIRE                              ","WI                                      ","54702-                                  ","EAU CLAIRE                              ",1011347,,,1132597,,,0.0961000025272369,223504,133641,193,70445,22611,6129,44976,9.07999992370605,2112.4599609375,,4705,1237,9924,442,,,,,,
"520071","520071",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","FORT ATKINSON MEMORIAL HOSPITAL         ","611 E SHERMAN AVENUE                    ",,"FORT ATKINSON                           ","WI                                      ","53538                                   ","JEFFERSON                               ",,,,107059,,,0.0654999986290932,,,72,26280,2905,226,5850,,607.580017089844,,807,84,1784,172,,,,,,
"520075","520075",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. VINCENT HOSPITAL                    ","835 SOUTH VAN BUREN ST.                 ","P.O. BOX 13508                          ","GREEN BAY                               ","WI                                      ","54307-3508                              ","BROWN                                   ",,,,909428,,,0.141399994492531,,,223,81395,10537,4118,46508,,1537,,2384,918,11390,,,,,18,,317
"520076","520076",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","BEAVER DAM COMMUNITY HOSPITALS          ","707 SOUTH UNIVERSITY AVENUE             ",,"BEAVER DAM                              ","WI                                      ","53916                                   ","DODGE                                   ",,,,54991,,,0.0564999990165234,,,125,45625,1725,659,4749,,536.739990234375,,588,50,1532,124,,,,,,
"520078","520078",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASCENSION ST. FRANCIS HOSPITAL          ","3237 SOUTH 16TH STREET                  ",,"MILWAUKEE                               ","WI                                      ","53215-                                  ","MILWAUKEE                               ",2890,,,833816,,,0.243499994277954,2834,2073,155,56575,9619,3781,30929,0.0799999982118607,781.52001953125,,1544,821,6688,604,,,,,,
"520083","520083",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST. MARYS HOSPITAL                      ","700 SOUTH PARK STREET                   ",,"MADISON                                 ","WI                                      ","53715-1830                              ","DANE                                    ",5029072,,,1854707,,,0.0816000029444695,1395907,381227,342,124830,38959,3885,88323,43.7299995422363,1806.84997558594,,8082,1377,17692,,,,99,,1001,
"520087","520087",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","GUNDERSEN LUTHERAN MEDICAL CENTER  I    ","1910 SOUTH AVENUE                       ",,"LA CROSSE                               ","WI                                      ","54601-                                  ","LA CROSSE                               ",4498456,,,1590361,,,0.142499998211861,823712,1351169,252,92063,19862,5683,65297,50.5900001525879,5984.740234375,,4339,942,14443,2443,,,,8,,377
"520088","520088",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. AGNES HOSPITAL                      ","430 EAST DIVISION STREET                ",,"FOND DU LAC                             ","WI                                      ","54935                                   ","FOND DU LAC                             ",,,,148240,,,0.0377000011503696,,,115,41975,7735,1609,22550,,1862.7099609375,,1653,429,5652,662,202,,157,5,776,89
"520089","520089",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MERITER HOSPITAL  INC.                  ","202 SOUTH PARK STREET                   ",,"MADISON                                 ","WI                                      ","53715-1596                              ","DANE                                    ",2567029,,,1314247,,,0.13120000064373,736306,339044,267,99279,16537,14648,63911,43.6599998474121,1773.03002929688,,3794,2443,14011,,,,207,,737,
"520091","520091",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","HOWARD YOUNG MEDICAL CENTER             ","290 MAPLE STREET                        ","470                                     ","WOODRUFF                                ","WI                                      ","54568-                                  ","ONEIDA                                  ",,,,143947,,,0.0762000009417534,,,50,18250,4035,761,8761,,230.300003051758,,1049,173,2329,188,,,,,,
"520095","520095",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","SAUK PRAIRIE MEMORIAL HOSPITAL          ","260 26TH STREET                         ",,"PRAIRIE DU SAC                          ","WI                                      ","53578-                                  ","SAUK                                    ",,,,,,,,,,36,13140,1880,232,3780,,435.989990234375,,798,38,1864,83,,,,,,
"520096","520096",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASCENSION ALL SAINTS HOSPITAL           ","3801 SPRING STREET                      ",,"RACINE                                  ","WI                                      ","53405-                                  ","RACINE                                  ",311977,,,1524706,,,0.224500000476837,118637,107089,269,98185,16180,6240,55569,7.67000007629395,1289.19995117188,,3279,1169,13302,2023,,,,14,,453
"520097","520097",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. MARYS HOSPITAL MEDICAL CENTER       ","1726 SHAWANO AVENUE                     ",,"GREEN BAY                               ","WI                                      ","54303                                   ","BROWN                                   ",,,,123900,,,0.068000003695488,,,83,30295,3616,745,12649,,544.940002441406,,931,223,3692,,,,,,,
"520098","520098",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","UNIVERSITY OF WI HOSPITALS & CLINICS    ","600 HIGHLAND AVE                        ",,"MADISON                                 ","WI                                      ","53792                                   ","DANE                                    ",32902239,,,3266283,,,0.097900003194809,7200416,4359962,599,218635,57804,23238,166962,442.230010986328,8497.9501953125,,10531,1890,31130,,,,151,,1205,
"520100","520100",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","BELOIT MEMORIAL HOSPITAL  INC.          ","1969 WEST HART ROAD                     ",,"BELOIT                                  ","WI                                      ","53511                                   ","ROCK                                    ",,,,360751,,,0.0971999987959862,,,103,37595,7349,934,15344,,1254,,1778,243,4045,530,,,,,,
"520102","520102",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AURORA LAKELAND MEDICAL CENTER          ","W3985 HIGHWAY NN                        ","1002                                    ","ELKHORN                                 ","WI                                      ","53121-1002                              ","WALWORTH                                ",,,,129789,,,0.0747999995946884,,,45,18023,3408,413,8492,,288.140014648438,,965,191,2465,503,,,,5,,121
"520103","520103",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","COMMUNITY MEMORIAL HOSPITAL             ","W180 N8085 TOWN HALL ROAD               ",,"MENOMONEE FALLS                         ","WI                                      ","53051                                   ","WAUKESHA                                ",449425,,,,,,,214409,117259,169,61685,11341,919,28750,5.15999984741211,1066.2900390625,,2812,219,8301,576,164,,147,6,917,193
"520107","520107",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","HOLY FAMILY MEMORIAL INC                ","2300 WESTERN AVENUE                     ","1450                                    ","MANITOWOC                               ","WI                                      ","54221                                   ","MANITOWOC                               ",,,,48748,,,0.0251000002026558,,,58,21170,3599,321,9525,,796.789978027344,,933,70,2615,257,,,,,,
"520109","520109",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","MILE BLUFF MEDICAL CENTER  INC.         ","1050 DIVISION STREET                    ",,"MAUSTON                                 ","WI                                      ","53948-                                  ","JUNEAU                                  ",,,,83466,,,0.094200000166893,,,40,14600,1921,350,3493,,367.880004882812,,547,59,1062,,,,,,,
"520113","520113",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","BAY AREA MEDICAL CENTER                 ","3100 SHORE DRIVE                        ",,"MARINETTE                               ","WI                                      ","54143-                                  ","MARINETTE                               ",,,,91428,26944,,0.0562000013887882,,,99,36135,4535,377,10070,,541.119995117188,,1254,132,3082,,,,,,,
"520136","520136",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASCENSION SE WISCONSIN HOSPITAL  INC    ","5000 WEST CHAMBERS STREET               ",,"MILWAUKEE                               ","WI                                      ","53210-                                  ","MILWAUKEE                               ",2449022,,,2052987,,,0.351300001144409,1436548,1051201,327,107355,11800,8404,53938,58.810001373291,1446.57995605469,,2568,1072,13623,3408,,,,1,,105
"520138","520138",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AURORA HEALTH CARE METRO  INC.          ","2900 WEST OKLAHOMA AVENUE               ",,"MILWAUKEE                               ","WI                                      ","53215                                   ","MILWAUKEE                               ",8504803,1648732,,5600358,652386,,0.199699997901917,5672658,2505478,854,315458,75813,22944,232102,143.110000610352,6026.25,,12801,4025,42083,8987,,,,130,,1184
"520139","520139",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","WEST ALLIS MEMORIAL HOSPITAL            ","8901 WEST LINCOLN AVENUE                ",,"WEST ALLIS                              ","WI                                      ","53227-2409                              ","MILWAUKEE                               ",45266,,,891198,,,0.162699997425079,,,291,104235,11905,5784,55015,3.11999988555908,1076.58996582031,,2762,1105,12152,3829,,,,,,
"520160","520160",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","THEDACARE REGIONAL MEDICAL CENTER AP    ","1818 N MEADE ST                         ",,"APPLETON                                ","WI                                      ","54911                                   ","OUTAGAMIE                               ",943424,,,,,,,355604,225268,147,53655,8369,1476,30371,11.1899995803833,1088.31994628906,,2024,203,9212,437,,,,,,
"520177","520177",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","FROEDTERT MEM. LUTHERAN HOSPT.          ","9200 WEST WISCONSIN AVENUE              ",,"MILWAUKEE                               ","WI                                      ","53226                                   ","MILWAUKEE                               ",20242699,,,3213189,,,0.147499993443489,7104696,5780954,576,207825,47310,18950,168024,333.690002441406,5203.10986328125,,8139,2380,30366,4027,,,,,,569
"520189","520189",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AURORA MEDICAL CENTER KENOSHA           ","10400 75TH STREET                       ",,"KENOSHA                                 ","WI                                      ","53142                                   ","KENOSHA                                 ",,,,276867,,,0.068000003695488,,,74,27010,6921,912,18957,,696,,1956,286,5560,669,,,,,,
"520193","520193",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AURORA BAYCARE MEDICAL CENTER           ","2845 GREENBRIAR ROAD                    ",,"GREEN BAY                               ","WI                                      ","54311-                                  ","BROWN                                   ",,,,659295,115858,,0.136600002646446,,,161,58765,9138,4309,40362,,1341.14001464844,,2348,528,9495,1148,,,,4,,95
"520194","520194",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ORTHOPAEDIC HOSPITAL OF WISCONSIN       ","575 WEST RIVER WOODS PARKWAY            ",,"GLENDALE                                ","WI                                      ","53212                                   ","MILWAUKEE                               ",,,,,,,,,,30,10950,909,23,3194,,191.130004882812,,386,12,1392,38,,,,,,
"520196","520196",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","OAK LEAF SURGICAL HOSPITAL LLC          ","1000 OAKLEAF WAY                        ",,"ALTOONA                                 ","WI                                      ","54720                                   ","EAU CLAIRE                              ",,,,,,,,,,13,4745,795,25,1591,,209,,352,11,676,17,,,,,,
"520198","520198",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AURORA MEDICAL CENTER OF OSHKOSH        ","855 N. WESTHAVEN DRIVE                  ",,"OSHKOSH                                 ","WI                                      ","54904-                                  ","WINNEBAGO                               ",,,,136117,,,0.064300000667572,,,61,22265,3599,753,12833,,550.590026855469,,1001,175,3518,548,,,,,,
"520202","520202",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASCENSION ST CLARES HOSPITAL            ","3400 MINISTRY PARKWAY                   ",,"WESTON                                  ","WI                                      ","54476-                                  ","MARATHON                                ",,,,233214,,,0.0500999987125397,,,99,36135,8108,1432,20410,,371.420013427734,,1984,143,4366,387,,,,,,
"520204","520204",7/1/2017,"01-JUL-17",5/31/2018,"31-MAY-18","As Submitted","WHEATON FRANCISCAN - FRANKLIN           ","10101 SOUTH 27TH STREET                 ",,"FRANKLIN                                ","WI                                      ","53132-                                  ","MILWAUKEE                               ",,,,,,,,,,44,14740,4419,437,11605,,311.549987792969,,958,70,2973,113,,,,,,
"520205","520205",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MIDWEST ORTHOPEDIC SPECIALTY HOSP       ","10101 S 27TH ST                         ",,"FRANKLIN                                ","WI                                      ","53132-                                  ","MILWAUKEE                               ",48317,,,,,,,8416,3607,16,5856,896,15,3081,0.939999997615814,99.7099990844727,,399,9,1450,34,,,,,,
"520206","520206",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AURORA MEDICAL CENTER - SUMMIT          ","36500 AURORA DRIVE                      ",,"SUMMIT                                  ","WI                                      ","53066                                   ","WAUKESHA COUNTY                         ",,,,,,,,,,83,30295,4467,743,14526,0.0199999995529652,499.230010986328,,1150,161,3853,296,,,,4,,107
"520207","520207",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AURORA MEDICAL CENTER GRAFTON           ","975 PORT WASHINGTON ROAD                ",,"GRAFTON                                 ","WI                                      ","53024                                   ","OZAUKEE                                 ",,,,,,,,,,127,46355,9877,702,29771,1.21000003814697,784.469970703125,,2443,221,7770,413,,,,,,
"520208","520208",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST. MARYS JANESVILLE HOSPITAL           ","3400 EAST RACINE STREET                 ",,"JANESVILLE                              ","WI                                      ","53546                                   ","ROCK                                    ",,,,171585,,,0.066200003027916,,,50,18250,5026,552,8731,,310.420013427734,,1358,136,3014,,,,,,,
"521300","521300",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASCENSION EAGLE RIVER HOSPITAL          ","201 HOSPITAL ROAD                       ",,"EAGLE RIVER                             ","WI                                      ","54521-                                  ","VILAS                                   ",,,,,,,,,,14,5110,1087,18,1593,,66.8000030517578,,187,9,405,19,,,,,,
"521302","521302",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","MCHS OAKRIDGE                           ","13025 8TH STREET                        ","70                                      ","OSSEO                                   ","WI                                      ","54758-0070                              ","TREMPEAULEAU                            ",,,,,,,,,,18,6570,2664,34,4232,,130.550003051758,,98,8,124,,,,,,,
"521303","521303",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","THEDACARE MED CTR - WILD ROSE           ","601 GROVE AVENUE                        ","243                                     ","WILD ROSE                               ","WI                                      ","54984                                   ","WAUSHARA                                ",,,,,,,,,,25,9125,649,9,1889,,67.7600021362305,,62,4,161,7,,,,,,
"521304","521304",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST. JOSEPHS HEALTH SERVICES             ","400 WATER AVENUE                        ",,"HILLSBORO                               ","WI                                      ","54634-                                  ","VERNON                                  ",,,,,,,,,,25,9125,686,35,1079,,107.910003662109,,142,4,266,,,,,,,
"521305","521305",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","MCHS-FRANCISCAN SPARTA                  ","310 W MAIN                              ",,"SPARTA                                  ","WI                                      ","54656                                   ","MONROE                                  ",,,,,,,,,,25,9125,2182,10,3490,,103.059997558594,,70,3,91,,,,,,,
"521307","521307",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","CHIPPEWA VALLEY HOSPITAL CAH            ","1220 THIRD AVENUE                       ",,"DURAND                                  ","WI                                      ","54736                                   ","PEPIN                                   ",,,,,,,,,,25,9125,1607,,1771,,86.7300033569336,,207,,328,,,,,,,
"521308","521308",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","AMERY REGIONAL MEDICAL CENTER           ","265 GRIFFIN STREET EAST                 ",,"AMERY                                   ","WI                                      ","54011-1292                              ","POLK                                    ",,,,,,,,,,25,9125,2015,62,3214,,283.399993896484,,497,14,839,,12,,12,,192,
"521309","521309",7/1/2017,"01-JUL-17",12/31/2017,"31-DEC-17","As Submitted","MOUNDVIEW MEMORIAL HOSPITAL             ","402 WEST LAKE STREET                    ",,"FRIENDSHIP                              ","WI                                      ","53934-                                  ","ADAMS                                   ",,,,,,,,,,25,4600,202,6,360,,101.180000305176,,38,3,73,,,,,,,
"521310","521310",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST CLARE MEMORIAL HOSPITAL  INC         ","855 SOUTH MAIN STREET                   ",,"OCONTO FALLS                            ","WI                                      ","54154                                   ","OCONTO                                  ",,,,,,,,,,22,8030,467,25,1318,,103.01000213623,,119,11,329,11,,,,,,
"521311","521311",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASCENSION OUR LADY OF VICTORY HOSPIT    ","1120 PINE STREET                        ",,"STANLEY                                 ","WI                                      ","54768-                                  ","CLARK                                   ",,,,,,,,,,24,8760,822,10,1189,,60.4500007629395,,96,5,176,6,,,,,,
"521312","521312",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MEMORIAL HOSPITAL OF LAFAYETTE CTY      ","800 CLAY STREET                         ",,"DARLINGTON                              ","WI                                      ","53530                                   ","LAFAYETTE                               ",,,,,,,,,,25,9125,796,12,1214,,115.580001831055,,125,4,205,7,,,,,,
"521313","521313",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASCENSION SACRED HEART HOSPITAL         ","401 W MOHAWK DRIVE                      ",,"TOMAHAWK                                ","WI                                      ","54487-2218                              ","LINCOLN                                 ",,,,,,,,,,15,5475,369,23,733,,79.0199966430664,,107,5,245,8,,,,,,
"521314","521314",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","MCHS-CHIPPEWA VALLEY                    ","1501 THOMPSON STREET                    ",,"BLOOMER                                 ","WI                                      ","54724-                                  ","CHIPPEWA                                ",,,,,,,,,,25,9125,3334,19,4993,,180.199996948242,,112,21,160,,,,,,,
"521315","521315",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","MCHS NORTHLAND                          ","1222 E WOODLAND AVE                     ",,"BARRON                                  ","WI                                      ","54812-                                  ","BARRON                                  ",,,,,,,,,,25,9125,3076,320,4622,,272.799987792969,,379,11,678,,,,,,,
"521316","521316",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","TRI-COUNTY MEMORIAL HOSPITAL  INC.      ","18601 LINCOLN STREET                    ","65                                      ","WHITEHALL                               ","WI                                      ","54773-                                  ","TREMPEALEAU                             ",,,,,,,,,,25,9125,1106,39,1752,,164.869995117188,,89,12,187,1,,,,,,
"521317","521317",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASCENSION CALUMET HOSPITAL              ","614 MEMORIAL DRIVE                      ",,"CHILTON                                 ","WI                                      ","53014                                   ","CALUMET                                 ",,,,,,,,,,25,9125,248,1,1153,,112.699996948242,,69,1,329,4,,,,,,
"521318","521318",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","LADD MEMORIAL HOSPTIAL                  ","2600 65TH AVENUE                        ","218                                     ","OSCEOLA                                 ","WI                                      ","54020                                   ","POLK                                    ",,,,,,,,,,25,9125,1063,43,1791,,220,,224,10,418,52,,,,,,
"521319","521319",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","EDGERTON HOSPITAL & HEALTH SERVICES     ","11101 NORTH SHERMAN ROAD                ",,"EDGERTON                                ","WI                                      ","53534-                                  ","ROCK                                    ",,,,,,,,,,18,6570,2570,21,3111,,140.220001220703,,140,7,224,9,,,,,,
"521320","521320",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","TOMAH MEMORIAL HOSPITAL                 ","321 BUTTS AVENUE                        ",,"TOMAH                                   ","WI                                      ","54660-                                  ","MONROE                                  ",,,,,,,,,,25,9125,1432,230,3566,,231.759994506836,,352,49,940,122,,,,,,
"521321","521321",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","RIPON MEDICAL CENTER                    ","845 PARKSIDE STREET                     ",,"RIPON                                   ","WI                                      ","54971                                   ","FOND DU LAC                             ",,,,,,,,,,18,6570,540,44,1872,,155.860000610352,,169,10,548,,,,,,,
"521322","521322",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","GRANT REGIONAL HEALTH CENTER  INC.      ","507 SOUTH MONROE STREET                 ",,"LANCASTER                               ","WI                                      ","53813-                                  ","GRANT                                   ",,,,,,,,,,25,9125,991,308,2067,,164.929992675781,,241,81,574,120,,,,,,
"521323","521323",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MEMORIAL HOSPITAL  INC.                 ","216 SUNSET PLACE                        ",,"NEILLSVILLE                             ","WI                                      ","54456-                                  ","CLARK                                   ",,,,,,,,,,25,9125,454,16,989,,158.089996337891,,113,9,308,,,,,,,
"521324","521324",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ASPIRUS MEDFORD HOSPITAL AND CLINICS    ","135 SOUTH GIBSON STREET                 ",,"MEDFORD                                 ","WI                                      ","54451-                                  ","TAYLOR                                  ",,,,,,,,,,25,9125,969,625,2684,,303.869995117188,,175,149,671,,,,,,,
"521325","521325",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","FLAMBEAU HOSPITAL  INC.                 ","98 SHERRY AVENUE                        ","310                                     ","PARK FALLS                              ","WI                                      ","54552-0310                              ","PRICE                                   ",,,,,,,,,,24,8760,809,17,1453,,153.520004272461,,263,8,491,19,,,,,,
"521326","521326",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","THEDACARE MEDICAL CENTER-NEW LONDON     ","1405 MILL STREET                        ",,"NEW LONDON                              ","WI                                      ","54961                                   ","OUTAGAMIE                               ",,,,,,,,,,25,9125,848,95,2972,,152.320007324219,,151,23,598,46,,,,,,
"521327","521327",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","WAUPUN MEMORIAL HOSPITAL                ","620 WEST BROWN STREET                   ",,"WAUPUN                                  ","WI                                      ","53963                                   ","DODGE                                   ",,,,,,,,,,25,9125,725,533,2894,,215.479995727539,,210,192,1045,,,,,,,
